id,name,image,level,attribute,family,prior_forms,next_forms,lateral_next_forms,digifuse_forms,attacks
431,Erlangmon,https://static.wikia.nocookie.net/digimon/images/7/70/Erlangmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20240315030937,Mega,Vaccine,Unknown,,,Erlangmon Blast Mode,,Yīngjiān Yuánwǔ | Zhāolái: Xiàotiānquǎn
432,Erlangmon Blast Mode,https://static.wikia.nocookie.net/digimon/images/2/23/Erlangmon_Blast_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20240705041316,Mega,Vaccine,Unknown,,,,,Wànxiàng Yìguàn | Tiānyǎn Xiǎnshèng
433,Espimon,https://static.wikia.nocookie.net/digimon/images/3/31/Espimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20220814013757,Rookie,Virus,Unknown,,HoverEspimon | Oblivimon,,,Digimon Dreamers
434,Etemon,https://static.wikia.nocookie.net/digimon/images/e/ea/Etemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130402190642,Ultimate,Virus,Unknown,Sukamon,Etemon (Chaos) | Dark Network | MetalEtemon | KingEtemon,,,Love Serenade | Dark Spirits | Monkick
436,Evil Grademon,https://static.wikia.nocookie.net/digimon/images/4/45/Evil_Grademon_t.gif/revision/latest/scale-to-width-down/268?cb=20220702080117,Ultimate,Unknown,Unknown,,,,,Unknown
437,Evilbeast Laylamon,https://static.wikia.nocookie.net/digimon/images/5/5d/Evilbeast_Laylamon_t.gif/revision/latest/scale-to-width-down/268?cb=20220624025416,Unknown,Unknown,Unknown,Lilithmon,,,,Unknown
438,Examon,https://static.wikia.nocookie.net/digimon/images/b/b8/Examon_b.jpg/revision/latest/scale-to-width-down/268?cb=20081011140439,Mega,Data,Dragon's Roar,Slayerdramon,,,Shoutmon X7F Superior Mode,Unknown
439,Examon X,https://static.wikia.nocookie.net/digimon/images/2/2d/Examon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20191125041045,Mega,Data,Unknown,,,,,Ambrosius | Raiken Bureiragaha | Kyūkyoku Senryūsou Ambrosius
440,Exermon,https://static.wikia.nocookie.net/digimon/images/2/23/Exermon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210115043551,Champion,Data,Unknown,,,,,Unknown
441,ExoGrimmon,https://static.wikia.nocookie.net/digimon/images/5/53/ExoGrimmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20180108003315,Unknown,Unknown,None,ChaosGrimmon,,,,Chrono Destruction | Call Air God | Call Death God
442,ExTyrannomon,https://static.wikia.nocookie.net/digimon/images/1/11/ExTyrannomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110421190923,Ultimate,Vaccine,Nature Spirits,,,,,Unknown
443,ExVeemon,https://static.wikia.nocookie.net/digimon/images/0/03/ExVeemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100924032923,Champion,Vaccine / Free,Nature Spirits,Veemon,Paildramon | Stingmon | Dinobeemon | Stingmon | Magnamon,,,X-Laser | Strong Crunch
445,Eyesmon,https://static.wikia.nocookie.net/digimon/images/e/ee/Eyesmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20200923033647,Champion,Virus,Unknown,,Orochimon,,,Janengan | Gugen
446,Eyesmon Scatter Mode,https://static.wikia.nocookie.net/digimon/images/b/b7/Eyesmon_Scatter_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20200923035516,Champion,Virus,Unknown,,,Eyesmon,,Janengan | Kageshibari
447,Fake Agumon Expert,https://static.wikia.nocookie.net/digimon/images/2/2c/Fake_Agumon_Expert_b.jpg/revision/latest/scale-to-width-down/268?cb=20090123194250,Rookie,Virus,Unknown,,,,,Nise Hakase Bou | Nise Hakase Bō
448,Falcomon,https://static.wikia.nocookie.net/digimon/images/b/b4/Falcomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20101022054816,Rookie,Vaccine,Wind Guardians,,Diatrymon,,,Unknown
450,FanBeemon,https://static.wikia.nocookie.net/digimon/images/b/bc/FanBeemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20101119050411,Rookie,Virus,Wind Guardians,,Waspmon | ForgeBeemon,,,Gear Stinger | 88 Call
451,Fanglongmon Ruin Mode,https://static.wikia.nocookie.net/digimon/images/a/a3/Fanglongmon_Ruin_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20230728065313,Mega,Unknown,Unknown,,,,,"Raikō | lit. ""Limitlessness"" | Kaimeisō"
452,Fangmon,https://static.wikia.nocookie.net/digimon/images/e/e3/Fangmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20101015140826,Champion,Data,Nightmare Soldiers,,,,,Unknown
453,Fenriloogamon,https://static.wikia.nocookie.net/digimon/images/6/6c/Fenriloogamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20230626033322,Mega,Virus,Nightmare Soldiers,Soloogarmon,Fenriloogamon Takemikazuchi | Kazuchimon,,,Unknown
454,Fenriloogamon Takemikazuchi,https://static.wikia.nocookie.net/digimon/images/5/55/Fenriloogamon_Takemikazuchi_b.jpg/revision/latest/scale-to-width-down/268?cb=20231218021225,Mega,Virus,Unknown,Fenriloogamon,,,,Shūkyoku Senjin Takemikazuchi | Zetsugoku Butō Takemikazuchi
455,Feresmon,https://static.wikia.nocookie.net/digimon/images/6/67/Feresmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110701021421,Ultimate,Virus,Nightmare Soldiers,Boogiemon,,,,Digimon Dreamers
456,Filmon,https://static.wikia.nocookie.net/digimon/images/8/8e/Filmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20190725041414,Champion,Data,Unknown,Herissmon,Stefilmon,,,Unknown
457,Firamon,https://static.wikia.nocookie.net/digimon/images/5/5d/Firamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201122035931,Champion,Vaccine,Dragon's Roar,Coronamon,Flaremon,,,Unknown
458,Flamedramon,https://static.wikia.nocookie.net/digimon/images/7/7e/Flamedramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140314014142,Armor,Vaccine / Free,Nature Spirits,Veemon,Imperialdramon Fighter Mode,,,Knuckle Fire | Claw Express
459,Flamemon,https://static.wikia.nocookie.net/digimon/images/c/cf/Flamemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130315030944,Hybrid,Variable,Nature Spirits,,Agunimon,,,Baby Salamander
460,FlameWizardmon,https://static.wikia.nocookie.net/digimon/images/8/86/FlameWizardmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140613033323,Armor,Virus,Nightmare Soldiers,,,,,Unknown
461,Flaremon,https://static.wikia.nocookie.net/digimon/images/f/fc/Flaremon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201122040213,Ultimate,Vaccine,Dragon's Roar,Firamon,Apollomon,,,Guren Juuouha | Kurenai Shishi no Mai[2] | Seisei no Houkou
462,Flarerizamon,https://static.wikia.nocookie.net/digimon/images/e/e7/Flarerizamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20141017141339,Champion,Data,Nature Spirits,,WarGreymon,,,Fire Tower | Flame Hit | Thrust Rush
463,Floramon,https://static.wikia.nocookie.net/digimon/images/a/a1/Floramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20101126214135,Rookie,Data,Wind Guardians,Tanemon,Kiwimon | Ninjamon | Vegiemon,,,Allergy Shower
464,Fluffymon,https://static.wikia.nocookie.net/digimon/images/e/eb/Fluffymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20240310071558,In-Training,Unknown,Unknown,Yolkmon,,,,Unknown
465,Flybeemon,https://static.wikia.nocookie.net/digimon/images/e/e3/Flybeemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140509013411,Armor,Data / Free,Nature Spirits,Hawkmon,,,,Fly Spark
466,Flymon,https://static.wikia.nocookie.net/digimon/images/4/4c/Flymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090205055227,Champion,Virus,Unknown,Kunemon,Okuwamon | JewelBeemon,,,Deadly Sting
467,Footmon,https://static.wikia.nocookie.net/digimon/images/3/39/Footmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20160306102247,Ultimate,Vaccine,Unknown,,,,,Unknown
468,ForgeBeemon,https://static.wikia.nocookie.net/digimon/images/c/c0/ForgeBeemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20240523025526,Champion,Virus,Unknown,FanBeemon,Vespamon,,,Unknown
469,Frigimon,https://static.wikia.nocookie.net/digimon/images/e/ed/Frigimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090205055227,Champion,Vaccine,Nature Spirits,Poyomon,Pandamon | MudFrigimon | PolarBearmon,,,Zettai Reido Punch | Yukigassen | Ice Breath
470,Frimon,https://static.wikia.nocookie.net/digimon/images/a/ab/Frimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090704054216,In-Training,Free,Unknown,Popomon,,,,Shippo Binta
471,Frogmon,https://static.wikia.nocookie.net/digimon/images/2/20/Frogmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140328155047,Armor,Data / Free,Nature Spirits,Armadillomon,,,,Ambushed Dagger | Leaf Wheel Cutter
472,FrosVelgrmon,https://static.wikia.nocookie.net/digimon/images/9/97/FrosVelgrmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210416021642,Mega,Virus,Unknown,,,,,Unknown
473,Frozomon,https://static.wikia.nocookie.net/digimon/images/7/78/Frozomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210416021441,Ultimate,Virus,Unknown,,,,,Unknown
474,Fufumon,https://static.wikia.nocookie.net/digimon/images/e/ef/Fufumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090315050631,Fresh,Free,Unknown,,Kyokyomon,,,Chīsana Tetsu no Toge
475,Fugamon,https://static.wikia.nocookie.net/digimon/images/6/63/Fugamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130719025141,Champion,Virus,Nightmare Soldiers,Goblimon,,,,Digimon World: Next Order
476,Fujinmon,https://static.wikia.nocookie.net/digimon/images/c/c6/Fujinmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140919035030,Mega,Vaccine,Wind Guardians,,,,,MarutCyclone | Critical Arm
477,Fujitsumon,https://static.wikia.nocookie.net/digimon/images/2/25/Octomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090519085357,Unknown,Unknown,Unknown,,,,,Unknown
478,Fumamon,https://static.wikia.nocookie.net/digimon/images/1/1f/Fumamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20221104031456,Ultimate,Data,Unknown,,,,,Tsubakuro | Sharihotsu | Yomi-Modoshi
479,Fusamon,https://static.wikia.nocookie.net/digimon/images/3/35/Fusamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20230331164144,Fresh,Free,Unknown,,Bowmon,,,Unknown
480,FusedAncientVolcanomon,https://static.wikia.nocookie.net/digimon/images/2/25/6-09_Analyzer-05_JP.png/revision/latest/scale-to-width-down/268?cb=20120908154502,Unknown,Unknown,Unknown,AncientVolcanomon,,,,Unknown
481,Fuxishou,https://static.wikia.nocookie.net/digimon/images/2/2e/Legendary_Skies_Fuxishou.jpg/revision/latest/scale-to-width-down/268?cb=20190821003002,Unknown,Unknown,Unknown,,,,,Unknown
482,Gabumon,https://static.wikia.nocookie.net/digimon/images/d/d1/Gabumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20171127121438,Rookie,Data,Nature Spirits,Tsunomon,Garurumon | Gabumon (Bond of Friendship),BlackGabumon,Shoutmon X7F Superior Mode,Petit Fire | Tsuno Kougeki | Hidden Knock
484,Gabumon X,https://static.wikia.nocookie.net/digimon/images/c/c9/Gabumon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20181026024344,Rookie,Data,Metal Empire,,Garurumon X,,,Petit Fire | Petit Fire Hook
485,Gaiomon,https://static.wikia.nocookie.net/digimon/images/4/45/Gaiomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090127185701,Mega,Virus,Nature Spirits,DexDorugamon,,Gaiomon Fierce Blade Mode,,Rinkazan | Rinkageki
486,Gaiomon Fierce Blade Mode,https://static.wikia.nocookie.net/digimon/images/1/13/Gaiomon_Fierce_Blade_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20210630041844,Mega,Virus,Unknown,,,,,Senpū Baku | Kikurin Issen: Gouraizan | Touka Seihitsu
487,Galacticmon,https://static.wikia.nocookie.net/digimon/images/6/68/Galacticmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20220909023256,Mega,Virus / Free,Metal Empire,Snatchmon,Gaiamon | Earth,,,Spaser
488,Galemon,https://static.wikia.nocookie.net/digimon/images/f/f1/Galemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20240119164016,Champion,Data,Wind Guardians,,,,,Tornado Thrower
489,Gallantmon,https://static.wikia.nocookie.net/digimon/images/c/c5/Gallantmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100501172113,Mega,Virus,Virus Busters,WarGrowlmon,Gallantmon Crimson Mode | Grani,,,Royal Saber | FinalElysion | Screw Saver | Duke Charge | Gram Slash
490,Gallantmon Chaos Mode,https://static.wikia.nocookie.net/digimon/images/4/40/Gallantmon_Chaos_Mode_toy.jpg/revision/latest/scale-to-width-down/268?cb=20130920230619,Unknown,Unknown,Unknown,ChaosGallantmon,,,,Unknown
491,Gallantmon Crimson Mode,https://static.wikia.nocookie.net/digimon/images/f/f0/Gallantmon_Crimson_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20120203033204,Mega,Virus,Virus Busters,Gallantmon,,,,Quo Vadis
492,Gallantmon X,https://static.wikia.nocookie.net/digimon/images/c/cc/Gallantmon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026183819,Mega,Virus,Nightmare Soldiers,,,,,Royal Saber | FinalElysion | SiegSaber
493,Gammamon,https://static.wikia.nocookie.net/digimon/images/0/0b/Gammamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210921170955,Rookie,Virus,Virus Busters,Gurimon,GulusGammamon | BetelGammamon | KausGammamon | WezenGammamon,,,Breaclaw
494,Ganemon,https://static.wikia.nocookie.net/digimon/images/6/63/Ganemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20160219043835,Champion,Vaccine,Unknown,,,,,Unknown
495,Gankoomon,https://static.wikia.nocookie.net/digimon/images/c/c4/Gankoomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20121214022657,Mega,Data,Virus Busters,,,,,Tekken Seisai[10] | Jishin! Kaminari! Kaji! Oyaji! | Chabudai Gaeshi
496,Gankoomon X,https://static.wikia.nocookie.net/digimon/images/c/c4/Gankoomon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20191125040734,Mega,Data,Virus Busters,,,,,Tekken Seisai | Jishin! Kaminari! Kaji! Oyaji! | Chabudai Gaeshi | Kyūkyoku Sengi Tengyouken
497,Ganvivormon,https://static.wikia.nocookie.net/digimon/images/5/50/Ganvivormon_b.jpg/revision/latest/scale-to-width-down/267?cb=20201226060530,Unknown,Unknown,Unknown,,,,,Unknown
498,Gaogamon,https://static.wikia.nocookie.net/digimon/images/b/b3/Gaogamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090205055228,Champion,Data,Nature Spirits,Gaomon,MachGaogamon,,,Unknown
499,Gaomon,https://static.wikia.nocookie.net/digimon/images/1/15/Gaomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090130052203,Rookie,Data,Nature Spirits,Wanyamon,Gaogamon | BlackGaogamon,,,Unknown
500,Gaossmon,https://static.wikia.nocookie.net/digimon/images/3/38/Gaossmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110210141513,Rookie,Virus,Dragon's Roar,,,,,Unknown
501,Garbagemon,https://static.wikia.nocookie.net/digimon/images/a/a0/Garbagemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100205031525,Ultimate,Virus,Wind Guardians,,,,,Poop Bazooka
502,Gargomon,https://static.wikia.nocookie.net/digimon/images/3/3d/Gargomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110311032825,Champion,Vaccine,Nature Spirits,Terriermon,Rapidmon | Rapidmon (Armor),,,Gatling Arm | DumdumUpper
503,Gargoylemon,https://static.wikia.nocookie.net/digimon/images/0/07/Gargoylemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140620142100,Armor,Virus / Free,Nightmare Soldiers,Veemon,,,,White Statue | Black Statue
504,Garudamon,https://static.wikia.nocookie.net/digimon/images/b/bd/Garudamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128164655,Ultimate,Vaccine,Wind Guardians,Birdramon,Phoenixmon | Ornismon,,,Shadow Wing | Crimson Claw | Kyoushū | Phoenix Fist | Garuda Punch
505,Garudamon X,https://static.wikia.nocookie.net/digimon/images/e/e6/Garudamon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190926055533,Ultimate,Vaccine,Wind Guardians,Birdramon,,,,Unknown
506,Garurumon,https://static.wikia.nocookie.net/digimon/images/2/20/Garurumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090205055228,Champion,Vaccine,Nightmare Soldiers,Gabumon,WereGarurumon | ShadowWereGarurumon,,Shoutmon X7F Superior Mode,Fox Fire | Tai Atari | Freeze Fang
507,Garurumon X,https://static.wikia.nocookie.net/digimon/images/0/0d/Garurumon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20200522044350,Champion,Data,Metal Empire,Gabumon X,,,,Unknown
508,Gatomon,https://static.wikia.nocookie.net/digimon/images/7/7a/Gatomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130402190852,Champion,Vaccine / Free,Nature Spirits,Salamon,Angewomon | Aquilamon | Silphymon | Aquilamon | Digi-Egg Digivolution Chart | AxeKnightmon,BlackGatomon,Shoutmon X7F Superior Mode,Neko Punch | Cat's Eye | Neko Kick | Neko Scratch | Tail Tip | Mega Kick | Nekodamashi | One-Two Neko Punch | Neko Rush | Neko Finish | Zutsuki | Heaven's Knuckle
509,Gatomon X,https://static.wikia.nocookie.net/digimon/images/5/5d/Gatomon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190926053436,Champion,Vaccine,Nature Spirits,,Angewomon X,,,Neko Punch
510,Gazimon,https://static.wikia.nocookie.net/digimon/images/8/85/Gazimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090130052206,Rookie,Virus,Nightmare Soldiers,,Devidramon | Deltamon | BlackGarurumon | Leomon | Apemon,,,Paralyze Breath
511,Gazimon X,https://static.wikia.nocookie.net/digimon/images/0/07/Gazimon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026174647,Rookie,Virus,Nightmare Soldiers,,,,,Paralyze Breath
512,Gekomon,https://static.wikia.nocookie.net/digimon/images/1/1d/Gekomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20180123035700,Champion,Virus,Nature Spirits,Otamamon,ShogunGekomon | Whamon,,,Crash Symphony | Bero Kougeki
513,Generamon,https://static.wikia.nocookie.net/digimon/images/b/b3/Generamon_vg.gif/revision/latest?cb=20120805220223,Ultimate,Unknown,Unknown,,,,,Unknown
514,GeoGreymon,https://static.wikia.nocookie.net/digimon/images/d/dd/GeoGreymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090205055228,Champion,Vaccine,Dragon's Roar,Agumon (2006 anime),RizeGreymon,,,Unknown
515,Geremon,https://static.wikia.nocookie.net/digimon/images/2/24/Geremon_b.jpg/revision/latest/scale-to-width-down/268?cb=20160610044000,Champion,Virus,Unknown,,,,,Hyper Smell | Unchi Nage | Iya~ na Shita | Renzoku Unchi Nage | Nume Tai Atari | Unchi
516,Gesomon,https://static.wikia.nocookie.net/digimon/images/6/6f/Gesomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20111104054839,Champion,Virus,Deep Savers,Syakomon,MarineDevimon,,,Devil Bashing | Deadly Shade | Squire Dome
517,Gesomon X,https://static.wikia.nocookie.net/digimon/images/9/95/Gesomon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20210319031805,Champion,Virus,Deep Savers,,,,,Unknown
518,Ghilliedhumon,https://static.wikia.nocookie.net/digimon/images/f/ff/Ghilliedhumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20221110031247,Ultimate,Data,Unknown,,,,,True Eyes | Core Shoot
519,Ghostmon,https://static.wikia.nocookie.net/digimon/images/f/fd/Ghostmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20200622024501,Rookie,Data,Nightmare Soldiers,,,,,Unknown
520,Ghoulmon,https://static.wikia.nocookie.net/digimon/images/e/e1/Ghoulmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100611041934,Mega,Data,Dark Area,Megadramon,,Ghoulmon (Black),,Unknown
521,Ghoulmon Black,https://static.wikia.nocookie.net/digimon/images/0/0b/Ghoulmon_%28Black%29_b.jpg/revision/latest/scale-to-width-down/268?cb=20110930023923,Mega,Data,Unknown,,,,,Unknown
522,GigaBreakdramon,https://static.wikia.nocookie.net/digimon/images/0/08/6-57_Analyzer-04_JP.png/revision/latest/scale-to-width-down/268?cb=20111104055713,Unknown,Unknown,Unknown,,,,,Unknown
523,Gigadramon,https://static.wikia.nocookie.net/digimon/images/6/69/Gigadramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130621022921,Ultimate,Virus,Metal Empire,,,,,Guilty Claw
524,GigaSeadramon,https://static.wikia.nocookie.net/digimon/images/5/58/GigaSeadramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026182947,Mega,Data,Deep Savers,MegaSeadramon X,,,,Unknown
525,Gigasmon,https://static.wikia.nocookie.net/digimon/images/1/1c/Gigasmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20131122024102,Hybrid,Variable,Nature Spirits,B Spirit of Earth,,,,Hurricane Bomber | Earthquake
